TreeGrOSS Exchange Data : by BWINPro
95650200 6H
1993;Jahr
0.19;Flaechengroesse ha
4;Anzahl Eckpunkte
No;x;y;z;
ECK1 ;60.22;18.29;0.00
ECK2 ;30.89;0.00;0.00
ECK3 ;0.00;40.93;0.00
ECK4 ;34.58;60.20;0.00
Code;N;No;Age;DBH;Height;Site index;Crown Base;Crown width;alive;Removal Code;x-Coord.;y-Coord.;z-Coord.;Crop tree;
511;1;14;31;13.90;12.40;-9.00;6.60;2.73;-1;0;35.83;25.00;0.00;0;
511;1;15;31;7.90;9.30;-9.00;6.10;1.35;-1;0;37.97;26.00;0.00;0;
511;1;16;31;19.90;15.30;-9.00;6.10;3.55;-1;0;37.71;25.00;0.00;0;
511;1;17;31;14.60;12.50;-9.00;7.20;2.80;-1;0;38.43;24.00;0.00;0;
511;1;18;31;23.30;17.00;-9.00;7.80;3.58;-1;0;37.30;22.00;0.00;0;
511;1;24;31;8.00;9.20;-9.00;5.60;1.58;-1;0;43.85;28.00;0.00;0;
511;1;25;31;23.80;15.40;-9.00;6.60;3.25;-1;0;43.29;29.00;0.00;0;
511;1;26;31;25.10;14.80;-9.00;7.30;3.45;-1;0;41.82;31.00;0.00;0;
511;1;44;31;17.50;15.00;-9.00;7.50;2.65;-1;0;35.73;35.00;0.00;0;
511;1;45;31;10.00;12.30;-9.00;7.70;1.78;-1;0;34.65;35.00;0.00;0;
511;1;47;31;13.60;13.10;-9.00;7.70;2.58;-1;0;33.12;35.00;0.00;0;
511;1;48;31;19.90;15.90;-9.00;7.80;3.28;-1;0;34.99;36.00;0.00;0;
511;1;49;31;14.50;14.10;-9.00;7.10;2.68;-1;0;31.76;36.00;0.00;0;
511;1;50;31;18.60;14.00;-9.00;6.90;3.08;-1;0;30.18;38.00;0.00;0;
511;1;51;31;12.80;12.20;-9.00;7.00;2.63;-1;0;32.50;39.00;0.00;0;
511;1;52;31;17.70;12.60;-9.00;7.40;2.90;-1;0;33.66;40.00;0.00;0;
511;1;53;31;14.40;14.00;-9.00;8.20;2.48;-1;0;34.98;42.00;0.00;0;
511;1;54;31;15.40;14.40;-9.00;7.80;2.68;-1;0;35.11;40.00;0.00;0;
511;1;57;31;11.90;13.00;-9.00;8.00;2.00;-1;0;35.27;38.00;0.00;0;
511;1;58;31;14.10;14.00;-9.00;7.90;2.13;-1;0;36.73;38.00;0.00;0;
511;1;59;31;14.80;13.10;-9.00;8.30;2.28;-1;0;36.93;36.00;0.00;0;
511;1;63;31;24.40;14.30;-9.00;6.90;3.33;-1;0;39.88;35.00;0.00;0;
511;1;68;31;10.00;11.70;-9.00;7.70;1.73;-1;0;41.12;32.00;0.00;0;
511;1;69;31;19.80;15.70;-9.00;7.60;2.78;-1;0;43.19;33.00;0.00;0;
511;1;70;31;14.60;14.10;-9.00;8.50;2.18;-1;0;44.01;31.00;0.00;0;
511;1;71;31;16.90;14.30;-9.00;6.50;3.18;-1;0;45.25;28.00;0.00;0;
511;1;72;31;18.70;15.20;-9.00;7.80;2.70;-1;0;46.86;30.00;0.00;0;
511;1;73;31;25.80;18.00;-9.00;7.90;4.68;-1;0;48.42;30.00;0.00;0;
511;1;75;31;11.20;11.00;-9.00;7.70;2.00;-1;0;46.35;31.00;0.00;0;
511;1;76;31;9.90;12.50;-9.00;8.10;1.73;-1;0;45.93;33.00;0.00;0;
511;1;83;31;26.10;16.60;-9.00;7.10;3.98;-1;0;40.85;38.00;0.00;0;
511;1;85;31;9.20;12.00;-9.00;7.50;1.65;-1;0;39.17;39.00;0.00;0;
511;1;86;31;9.40;12.80;-9.00;8.40;1.80;-1;0;40.17;40.00;0.00;0;
511;1;88;31;13.00;14.20;-9.00;7.60;2.23;-1;0;39.93;42.00;0.00;0;
511;1;89;31;29.70;15.80;-9.00;7.80;3.58;-1;0;37.85;42.00;0.00;0;
511;1;92;31;15.80;15.10;-9.00;8.50;2.13;-1;0;37.49;44.00;0.00;0;
511;1;93;31;18.60;13.80;-9.00;8.20;2.80;-1;0;38.59;45.00;0.00;0;
511;1;124;31;12.80;11.20;-9.00;7.70;2.13;-1;0;36.35;41.00;0.00;0;
511;1;154;31;11.90;12.42;-9.00;7.36;2.21;-1;0;53.07;18.00;0.00;0;
511;1;162;31;23.60;15.60;-9.00;8.30;3.47;-1;0;37.23;46.00;0.00;0;
511;1;163;31;19.00;15.70;-9.00;7.90;2.97;-1;0;35.48;45.00;0.00;0;
511;1;164;31;8.60;12.10;-9.00;7.30;1.86;-1;0;33.53;42.00;0.00;0;
511;1;165;31;15.70;15.90;-9.00;8.79;2.62;-1;0;46.99;23.00;0.00;0;
511;1;167;31;19.90;14.57;-9.00;7.09;3.07;-1;0;45.20;22.00;0.00;0;
511;1;175;31;9.60;13.39;-9.00;8.70;1.97;-1;0;47.66;12.00;0.00;0;
511;1;176;31;6.70;8.88;-9.00;6.13;1.66;-1;0;48.47;14.00;0.00;0;
511;1;178;31;12.50;14.28;-9.00;8.51;2.28;-1;0;45.37;15.00;0.00;0;
511;1;179;31;19.90;14.12;-9.00;6.84;3.07;-1;0;44.97;13.00;0.00;0;
511;1;180;31;15.60;16.05;-9.00;8.91;2.61;-1;0;42.38;17.00;0.00;0;
511;1;181;31;21.80;16.06;-9.00;7.56;3.28;-1;0;42.82;19.00;0.00;0;
511;1;182;31;18.40;16.90;-9.00;8.78;2.91;-1;0;41.77;22.00;0.00;0;
511;1;184;31;14.80;12.01;-9.00;6.52;2.52;-1;0;42.09;23.00;0.00;0;
511;1;185;31;11.50;13.12;-9.00;7.95;2.17;-1;0;40.28;23.00;0.00;0;
511;1;186;31;22.30;15.77;-9.00;7.31;3.33;-1;0;40.00;21.00;0.00;0;
511;1;187;31;11.50;13.62;-9.00;8.30;2.17;-1;0;41.13;18.00;0.00;0;
511;1;188;31;23.50;15.09;-9.00;6.74;3.46;-1;0;39.17;18.00;0.00;0;
511;1;189;31;11.70;13.50;-9.00;8.17;2.19;-1;0;42.10;16.00;0.00;0;
511;1;190;31;15.00;14.13;-9.00;7.80;2.55;-1;0;41.94;14.00;0.00;0;
511;1;191;31;16.60;14.02;-9.00;7.40;2.72;-1;0;43.21;13.00;0.00;0;
511;1;192;31;18.30;14.74;-9.00;7.49;2.90;-1;0;44.60;12.00;0.00;0;
511;1;193;31;13.40;13.91;-9.00;8.02;2.37;-1;0;46.70;11.00;0.00;0;
511;1;194;31;12.60;14.11;-9.00;8.36;2.29;-1;0;46.10;10.00;0.00;0;
511;1;195;31;12.40;13.51;-9.00;7.99;2.27;-1;0;43.42;8.00;0.00;0;
511;1;196;31;15.80;14.03;-9.00;7.57;2.63;-1;0;42.67;11.00;0.00;0;
511;1;197;31;23.60;16.16;-9.00;7.27;3.47;-1;0;42.13;8.00;0.00;0;
511;1;198;31;6.30;8.90;-9.00;6.27;1.61;-1;0;41.28;12.00;0.00;0;
511;1;200;31;12.60;11.78;-9.00;6.79;2.29;-1;0;38.54;15.00;0.00;0;
511;1;203;31;17.80;15.00;-9.00;7.74;2.85;-1;0;37.04;17.00;0.00;0;
511;1;204;31;12.00;13.80;-9.00;8.30;2.22;-1;0;38.16;20.00;0.00;0;
511;1;205;31;10.00;11.87;-9.00;7.45;2.01;-1;0;36.32;20.00;0.00;0;
511;1;206;31;8.30;8.27;-9.00;5.32;1.83;-1;0;37.85;19.00;0.00;0;
511;1;207;31;18.80;14.21;-9.00;7.09;2.95;-1;0;35.70;18.00;0.00;0;
511;1;208;31;12.90;12.86;-9.00;7.43;2.32;-1;0;34.35;19.00;0.00;0;
511;1;209;31;17.70;15.41;-9.00;8.01;2.84;-1;0;32.85;19.00;0.00;0;
511;1;210;31;16.20;13.78;-9.00;7.32;2.67;-1;0;33.77;16.00;0.00;0;
511;1;219;31;21.00;14.07;-9.00;6.63;3.19;-1;0;38.64;9.00;0.00;0;
511;1;223;31;7.10;11.40;-9.00;8.00;1.70;-1;0;35.31;3.00;0.00;0;
511;1;232;31;15.80;15.28;-9.00;8.35;2.63;-1;0;30.47;2.00;0.00;0;
511;1;236;31;9.70;12.78;-9.00;8.21;1.98;-1;0;32.62;7.00;0.00;0;
511;1;242;31;18.70;15.72;-9.00;7.99;2.94;-1;0;30.77;12.00;0.00;0;
511;1;243;31;14.50;14.90;-9.00;8.42;2.49;-1;0;28.68;11.00;0.00;0;
511;1;244;31;16.30;15.51;-9.00;8.39;2.69;-1;0;27.78;13.00;0.00;0;
511;1;245;31;18.50;12.12;-9.00;5.98;2.92;-1;0;28.92;17.00;0.00;0;
511;1;246;31;22.20;16.00;-9.00;7.40;3.32;-1;0;26.28;34.00;0.00;0;
511;1;247;31;11.00;13.00;-9.00;8.20;2.12;-1;0;27.72;32.00;0.00;0;
511;1;248;31;16.90;14.90;-9.00;6.90;2.75;-1;0;27.38;31.00;0.00;0;
511;1;249;31;8.90;12.83;-9.00;8.50;1.89;-1;0;31.86;23.00;0.00;0;
511;1;250;31;22.90;15.10;-9.00;6.84;3.39;-1;0;30.32;23.00;0.00;0;
511;1;251;31;12.80;14.10;-9.00;7.30;2.31;-1;0;30.04;30.00;0.00;0;
511;1;252;31;16.70;12.10;-9.00;7.60;2.73;-1;0;33.76;24.00;0.00;0;
511;1;253;31;17.10;14.60;-9.00;8.90;2.77;-1;0;34.52;22.00;0.00;0;
511;1;254;31;20.00;15.85;-9.00;7.80;3.08;-1;0;26.52;29.00;0.00;0;
511;1;255;31;16.50;14.00;-9.00;7.40;2.71;-1;0;24.52;32.00;0.00;0;
511;1;256;31;17.50;13.84;-9.00;7.11;2.81;-1;0;24.55;34.00;0.00;0;
511;1;257;31;15.40;14.89;-9.00;8.20;2.59;-1;0;22.86;35.00;0.00;0;
511;1;258;31;7.70;11.93;-9.00;8.21;1.76;-1;0;23.57;37.00;0.00;0;
511;1;259;31;16.60;15.20;-9.00;7.90;2.72;-1;0;36.72;21.00;0.00;0;
511;1;260;31;14.90;13.89;-9.00;7.66;2.54;-1;0;24.17;40.00;0.00;0;
511;1;261;31;21.90;15.21;-9.00;7.08;3.29;-1;0;21.73;39.00;0.00;0;
511;1;262;31;15.50;14.79;-9.00;8.11;2.60;-1;0;19.73;38.00;0.00;0;
511;1;263;31;18.90;15.30;-9.00;7.70;2.96;-1;0;18.16;42.00;0.00;0;
511;1;264;31;14.20;12.71;-9.00;7.06;2.46;-1;0;17.53;43.00;0.00;0;
511;1;265;31;12.00;12.46;-9.00;7.37;2.22;-1;0;20.18;42.00;0.00;0;
511;1;266;31;21.10;16.24;-9.00;7.80;3.20;-1;0;22.47;42.00;0.00;0;
511;1;267;31;21.30;16.31;-9.00;7.80;3.22;-1;0;24.66;43.00;0.00;0;
511;1;268;31;10.40;10.63;-9.00;6.49;2.05;-1;0;25.99;43.00;0.00;0;
511;1;269;31;9.10;10.07;-9.00;6.39;1.91;-1;0;20.47;45.00;0.00;0;
511;1;270;31;25.00;15.30;-9.00;6.59;3.62;-1;0;17.87;46.00;0.00;0;
511;1;276;31;24.40;15.43;-9.00;6.75;3.55;-1;0;14.86;47.00;0.00;0;
511;1;277;31;13.40;14.20;-9.00;8.22;2.37;-1;0;16.58;47.00;0.00;0;
511;1;286;31;26.40;15.32;-9.00;6.37;3.77;-1;0;10.44;40.00;0.00;0;
511;1;287;31;26.30;16.58;-9.00;7.00;3.76;-1;0;14.10;38.00;0.00;0;
511;1;288;31;21.80;14.07;-9.00;6.50;3.28;-1;0;13.02;34.00;0.00;0;
511;1;290;31;25.60;15.62;-9.00;6.64;3.68;-1;0;17.63;34.00;0.00;0;
511;1;292;31;30.20;17.72;-9.00;6.82;4.18;-1;0;14.89;32.00;0.00;0;
511;1;297;31;13.90;12.85;-9.00;7.21;2.43;-1;0;19.72;28.00;0.00;0;
511;1;299;31;22.30;16.50;-9.00;7.71;3.33;-1;0;20.85;23.00;0.00;0;
511;1;302;31;16.00;13.06;-9.00;6.93;2.65;-1;0;25.47;22.00;0.00;0;
511;1;303;31;22.60;14.38;-9.00;6.52;3.36;-1;0;23.51;21.00;0.00;0;
511;1;304;31;9.70;12.26;-9.00;7.82;1.98;-1;0;25.21;21.00;0.00;0;
511;1;305;31;19.70;15.69;-9.00;7.76;3.05;-1;0;26.78;20.00;0.00;0;
511;1;306;31;17.60;13.94;-9.00;7.15;2.82;-1;0;24.32;18.00;0.00;0;
511;1;307;31;22.50;15.24;-9.00;6.99;3.35;-1;0;25.60;15.00;0.00;0;
511;1;308;31;14.80;13.24;-9.00;7.27;2.52;-1;0;24.14;13.00;0.00;0;
511;1;309;31;14.00;13.24;-9.00;7.44;2.44;-1;0;24.38;10.00;0.00;0;
511;1;313;31;7.20;10.91;-9.00;7.57;1.71;-1;0;26.82;7.00;0.00;0;
511;1;315;31;8.20;12.33;-9.00;8.35;1.82;-1;0;21.30;14.00;0.00;0;
511;1;316;31;13.50;12.28;-9.00;6.93;2.39;-1;0;20.35;16.00;0.00;0;
511;1;317;31;14.30;13.09;-9.00;7.28;2.47;-1;0;21.82;17.00;0.00;0;
511;1;318;31;21.90;15.19;-9.00;7.07;3.29;-1;0;21.17;19.00;0.00;0;
511;1;334;31;14.30;14.19;-9.00;7.99;2.47;-1;0;15.64;26.00;0.00;0;
511;1;340;31;17.80;12.41;-9.00;6.24;2.85;-1;0;9.53;33.00;0.00;0;
511;1;343;31;23.40;15.77;-9.00;7.10;3.45;-1;0;9.70;36.00;0.00;0;
511;1;347;31;16.80;14.92;-9.00;7.91;2.74;-1;0;7.85;32.00;0.00;0;
511;1;348;31;9.30;12.48;-9.00;8.11;1.94;-1;0;6.27;34.00;0.00;0;
511;1;355;31;11.10;12.16;-9.00;7.38;2.13;-1;0;19.29;47.00;0.00;0;
511;1;356;31;13.30;14.98;-9.00;8.79;2.36;-1;0;17.14;49.00;0.00;0;
511;1;358;31;24.50;15.34;-9.00;6.69;3.56;-1;0;20.93;51.00;0.00;0;
511;1;360;31;21.70;12.95;-9.00;5.94;3.26;-1;0;21.16;47.00;0.00;0;
511;1;362;31;8.90;10.11;-9.00;6.47;1.89;-1;0;23.47;46.00;0.00;0;
511;1;363;31;13.30;12.79;-9.00;7.30;2.36;-1;0;24.37;47.00;0.00;0;
511;1;364;31;9.10;10.24;-9.00;6.51;1.91;-1;0;24.72;45.00;0.00;0;
511;1;366;31;12.90;12.60;-9.00;7.26;2.32;-1;0;26.53;46.00;0.00;0;
511;1;367;31;20.50;15.93;-9.00;7.74;3.14;-1;0;27.96;46.00;0.00;0;
511;1;368;31;10.10;10.54;-9.00;6.49;2.02;-1;0;27.48;45.00;0.00;0;
511;1;369;31;5.90;9.58;-9.00;6.95;1.57;-1;0;27.26;43.00;0.00;0;
511;1;371;31;11.10;10.30;-9.00;6.90;2.13;-1;0;40.38;23.00;0.00;0;
511;1;372;31;20.70;15.90;-9.00;6.80;3.16;-1;0;41.95;24.00;0.00;0;
511;1;374;31;11.80;13.82;-9.00;8.37;2.20;-1;0;28.95;45.00;0.00;0;
511;1;375;31;14.50;13.52;-9.00;7.52;2.49;-1;0;30.58;45.00;0.00;0;
511;1;376;31;12.10;12.92;-9.00;7.66;2.24;-1;0;32.26;45.00;0.00;0;
511;1;377;31;15.30;13.31;-9.00;7.22;2.58;-1;0;29.38;46.00;0.00;0;
511;1;378;31;12.80;13.62;-9.00;7.97;2.31;-1;0;30.90;46.00;0.00;0;
511;1;379;31;9.20;11.72;-9.00;7.57;1.92;-1;0;30.75;48.00;0.00;0;
511;1;380;31;11.20;11.59;-9.00;6.96;2.14;-1;0;29.07;48.00;0.00;0;
511;1;381;31;7.00;9.40;-9.00;6.45;1.69;-1;0;27.53;48.00;0.00;0;
511;1;382;31;7.80;11.23;-9.00;7.62;1.77;-1;0;27.90;49.00;0.00;0;
511;1;383;31;20.20;15.74;-9.00;7.69;3.10;-1;0;25.54;49.00;0.00;0;
511;1;384;31;13.80;12.87;-9.00;7.24;2.42;-1;0;26.24;50.00;0.00;0;
511;1;385;31;18.40;14.04;-9.00;7.06;2.91;-1;0;24.92;51.00;0.00;0;
511;1;387;31;19.90;13.46;-9.00;6.48;3.07;-1;0;23.29;51.00;0.00;0;
511;1;388;31;19.10;15.54;-9.00;7.80;2.99;-1;0;24.02;52.00;0.00;0;
511;1;389;31;22.40;15.01;-9.00;6.89;3.34;-1;0;23.86;55.00;0.00;0;
511;1;391;31;10.10;11.65;-9.00;7.27;2.02;-1;0;28.54;56.00;0.00;0;
511;1;392;31;25.30;13.60;-9.00;6.20;3.65;-1;0;28.30;51.00;0.00;0;
511;1;393;31;19.20;13.71;-9.00;6.74;3.00;-1;0;29.99;52.00;0.00;0;
511;1;394;31;22.80;16.32;-9.00;7.51;3.38;-1;0;31.35;49.00;0.00;0;
511;1;395;31;7.70;9.88;-9.00;6.61;1.76;-1;0;33.06;47.00;0.00;0;
511;1;396;31;15.10;14.00;-9.00;7.69;2.56;-1;0;44.23;26.00;0.00;0;
511;1;397;31;12.90;13.70;-9.00;7.00;2.32;-1;0;46.62;26.00;0.00;0;
511;1;402;31;5.50;5.20;-9.00;4.10;1.53;-1;0;50.70;30.00;0.00;0;
511;1;407;31;21.50;16.78;-9.00;8.02;3.24;-1;0;34.68;48.00;0.00;0;
511;1;408;31;14.70;12.26;-9.00;6.69;2.51;-1;0;34.47;49.00;0.00;0;
511;1;412;31;21.20;13.85;-9.00;6.48;3.21;-1;0;36.68;52.00;0.00;0;
511;1;415;31;4.90;7.19;-9.00;5.35;1.46;-1;0;36.26;54.00;0.00;0;
511;1;419;31;9.20;11.29;-9.00;7.24;1.92;-1;0;31.00;53.00;0.00;0;
511;1;420;31;18.60;13.36;-9.00;6.64;2.93;-1;0;30.21;54.00;0.00;0;
511;1;421;31;15.30;15.04;-9.00;8.32;2.58;-1;0;32.00;56.00;0.00;0;
511;1;423;31;12.50;12.01;-9.00;6.96;2.28;-1;0;32.70;59.00;0.00;0;
511;1;424;31;26.00;17.69;-9.00;7.61;3.73;-1;0;34.28;58.00;0.00;0;
511;1;426;31;10.70;13.56;-9.00;8.50;2.09;-1;0;39.90;50.00;0.00;0;
511;1;427;31;6.00;8.55;-9.00;6.08;1.58;-1;0;41.59;49.00;0.00;0;
511;1;514;31;11.10;12.81;-9.00;7.84;2.13;-1;0;46.67;21.00;0.00;0;
511;1;515;31;28.30;17.07;-9.00;6.87;3.97;-1;0;44.93;20.00;0.00;0;
511;1;516;31;11.70;11.67;-9.00;6.91;2.19;-1;0;43.26;20.00;0.00;0;
511;1;519;31;20.30;15.09;-9.00;7.30;3.11;-1;0;43.89;10.00;0.00;0;
511;1;521;31;20.30;16.45;-9.00;8.09;3.11;-1;0;39.22;7.00;0.00;0;
511;1;522;31;13.40;13.65;-9.00;7.85;2.37;-1;0;41.38;20.00;0.00;0;
511;1;523;31;11.70;12.34;-9.00;7.36;2.19;-1;0;38.92;17.00;0.00;0;
511;1;536;31;10.50;12.97;-9.00;8.12;2.06;-1;0;30.15;11.00;0.00;0;
511;1;541;31;9.90;12.38;-9.00;7.86;2.00;-1;0;31.68;21.00;0.00;0;
511;1;542;31;13.40;11.95;-9.00;6.74;2.37;-1;0;27.03;17.00;0.00;0;
511;1;545;31;22.00;16.05;-9.00;7.52;3.30;-1;0;24.27;14.00;0.00;0;
511;1;547;31;13.40;14.11;-9.00;8.15;2.37;-1;0;27.20;12.00;0.00;0;
511;1;554;31;12.20;14.51;-9.00;8.75;2.25;-1;0;21.39;15.00;0.00;0;
511;1;557;31;9.90;12.23;-9.00;7.74;2.00;-1;0;25.67;24.00;0.00;0;
511;1;560;31;5.30;8.55;-9.00;6.32;1.51;-1;0;28.34;27.00;0.00;0;
511;1;565;31;26.00;15.81;-9.00;6.67;3.73;-1;0;26.81;28.00;0.00;0;
511;1;566;31;11.10;11.83;-9.00;7.15;2.13;-1;0;28.10;28.00;0.00;0;
511;1;569;31;12.20;13.31;-9.00;7.91;2.25;-1;0;21.20;25.00;0.00;0;
511;1;573;31;19.20;14.03;-9.00;6.91;3.00;-1;0;24.69;20.00;0.00;0;
511;1;576;31;18.00;15.18;-9.00;7.81;2.87;-1;0;18.60;18.00;0.00;0;
511;1;577;31;15.70;15.54;-9.00;8.55;2.62;-1;0;17.29;18.00;0.00;0;
511;1;584;31;15.70;12.56;-9.00;6.68;2.62;-1;0;15.60;30.00;0.00;0;
511;1;590;31;19.20;13.80;-9.00;6.78;3.00;-1;0;20.90;37.00;0.00;0;
511;1;592;31;12.20;12.67;-9.00;7.47;2.25;-1;0;18.15;40.00;0.00;0;
511;1;595;31;20.30;16.72;-9.00;8.25;3.11;-1;0;12.42;38.00;0.00;0;
511;1;600;31;20.30;15.43;-9.00;7.50;3.11;-1;0;10.27;41.00;0.00;0;
511;1;628;31;11.10;12.95;-9.00;7.93;2.13;-1;0;33.52;46.00;0.00;0;
